"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"12382",5135000160,"20140612T000000",670000,3,2.5,2050,6420,1,0,3,3,8,1730,320,1956,0,98116,47.5708,-122.405,2370,7620
"12398",3959400335,"20150423T000000",560000,3,2,1640,7333,1,0,0,4,7,1020,620,1941,0,98108,47.5636,-122.316,2130,4933
"12400",2787700030,"20141010T000000",359500,4,1.75,2030,7210,1,0,0,3,7,1450,580,1968,0,98059,47.5067,-122.164,1750,8387
"12404",4365200186,"20140606T000000",253500,2,1,810,4800,1,0,0,3,7,810,0,1948,0,98126,47.5232,-122.375,1240,7740
"12424",1471701200,"20141022T000000",302000,4,3,3320,13500,1,0,0,3,7,1750,1570,1963,0,98059,47.4596,-122.065,1830,13800
"12430",98001070,"20140818T000000",1169000,5,4.25,4610,13252,2,0,4,3,11,4610,0,2004,0,98075,47.5878,-121.969,4400,15154
"12443",2291400342,"20141022T000000",280000,3,2.25,1358,1141,3,0,0,3,7,1358,0,2007,0,98133,47.7052,-122.346,1358,1196
"12462",182000350,"20150325T000000",287500,5,2,2020,67953,1.5,0,0,4,7,1620,400,1936,0,98178,47.4891,-122.263,1270,13198
"12464",6352600350,"20141209T000000",795000,2,2.5,2830,8630,2,0,0,3,10,2830,0,2001,0,98074,47.6481,-122.081,3190,7515
"12487",4222310410,"20140929T000000",230500,3,2.25,1690,7245,1,0,1,3,7,1160,530,1973,0,98003,47.3505,-122.305,1690,6720
"12497",1982201345,"20140502T000000",440000,2,1,800,4850,1,0,0,4,7,800,0,1944,0,98107,47.6639,-122.364,1150,4365
"12504",7205800040,"20141223T000000",450000,4,2.5,2820,15233,1,0,2,4,9,1820,1000,1972,0,98003,47.3426,-122.321,2560,11998
"12512",6699940120,"20150430T000000",356000,4,2.5,2470,5074,2,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5078
"12520",7399800150,"20140606T000000",535500,3,1.5,1730,40250,2,0,0,4,8,1730,0,1983,0,98072,47.7499,-122.111,1730,36250
"12527",4038500330,"20150407T000000",432000,3,1.75,1550,8134,1,0,0,4,7,1550,0,1959,0,98008,47.6136,-122.121,1360,8000
"12538",6929602390,"20140826T000000",230000,3,1,880,7500,1,0,0,3,7,880,0,1978,0,98198,47.3837,-122.307,880,7500
"12543",1338600175,"20140507T000000",940000,4,2.25,1890,5940,1,0,1,3,9,1470,420,1963,0,98112,47.6316,-122.303,2430,5940
"12547",7889600230,"20141017T000000",114000,2,1,730,5200,1,0,0,3,6,730,0,1928,0,98146,47.4943,-122.337,1220,6240
"12549",7302000210,"20141107T000000",442500,3,1.5,2710,47419,1.5,0,0,3,7,2170,540,1980,0,98053,47.6522,-121.966,2130,48144
"12555",8731951490,"20140507T000000",313000,3,1.75,2190,8000,1,0,0,4,8,2190,0,1967,0,98023,47.3098,-122.381,1980,8000
"12564",9290850760,"20141028T000000",845000,4,2.5,2880,35610,1,0,0,3,10,2880,0,1989,0,98052,47.6911,-122.054,3460,35610
"12587",4139450760,"20141215T000000",932808,5,4.5,4690,6705,2,0,0,3,10,3450,1240,1995,0,98006,47.5539,-122.108,4070,11505
"12598",9542840410,"20141108T000000",313999,4,2.25,1870,4198,2,0,0,3,7,1870,0,2008,0,98038,47.3657,-122.021,1870,4184
"12600",8665900206,"20150423T000000",452000,2,1.75,1660,11747,1,0,0,3,7,830,830,1981,0,98155,47.7661,-122.306,1900,19850
"12602",2377000040,"20141218T000000",288000,3,1,1410,40500,1,0,0,4,7,1410,0,1961,0,98092,47.3199,-122.1,1570,40500
"12605",8956000120,"20140614T000000",735000,4,2.75,2450,4187,2,0,2,3,8,2450,0,2010,0,98027,47.5471,-122.016,2320,4187
"12641",4038400040,"20141124T000000",520000,3,2,1670,8800,1,0,0,4,7,1150,520,1961,0,98008,47.6096,-122.132,2020,8250
"12671",3586501135,"20140606T000000",680000,3,2.25,2270,23900,1,0,0,3,9,1820,450,1975,0,98177,47.7506,-122.372,2520,28300
"12673",1775801020,"20141124T000000",410000,3,1.75,1530,26642,1,0,0,3,7,1180,350,1988,0,98072,47.7422,-122.097,1550,13566
"12682",5422420120,"20140717T000000",252000,3,2,1420,6788,2,0,0,3,7,1420,0,1990,0,98023,47.2887,-122.351,1790,6607
"12707",5101402296,"20140925T000000",835000,5,2.75,2460,7830,1,0,0,5,9,1490,970,1955,0,98115,47.6938,-122.31,2050,7830
"12712",7954300120,"20140822T000000",6e+05,4,2.5,2600,6536,2,0,0,3,9,2600,0,1999,0,98056,47.5232,-122.191,2640,6185
"12715",7857003046,"20150506T000000",460000,5,3,2008,5050,1,0,0,3,7,1216,792,1992,0,98118,47.5376,-122.292,2040,5297
"12719",7880010150,"20140623T000000",780000,4,3.5,3910,59863,2,0,0,4,10,2490,1420,1987,0,98027,47.4846,-122.067,2830,37674
"12720",6386550040,"20141223T000000",345500,4,2.5,2160,9682,2,0,0,3,8,2160,0,1999,0,98031,47.4106,-122.204,1770,9600
"12734",1245003006,"20141110T000000",1149000,4,3.75,3180,9889,2,0,0,3,9,2500,680,2012,0,98033,47.6853,-122.204,2910,8558
"12737",7663700531,"20150106T000000",325000,2,1,620,14823,1,0,0,3,6,620,0,1926,0,98125,47.7322,-122.3,1400,7930
"12742",6383000150,"20140806T000000",550000,3,1,1630,6009,1,0,3,4,8,1630,0,1954,0,98117,47.693,-122.383,2120,6009
"12749",1324039110,"20141126T000000",750000,4,3.5,3050,7020,2,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900
"12758",2767603026,"20150415T000000",425000,2,1,540,2500,1,0,0,3,5,540,0,1905,0,98107,47.6729,-122.383,1290,5000
"12759",9477920120,"20150212T000000",505000,4,2.5,3170,5340,2,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5340
"12760",4037200530,"20150317T000000",544950,3,1.75,1830,7371,1,0,0,3,7,1830,0,1957,0,98008,47.6059,-122.121,1600,7700
"12774",6979900330,"20150325T000000",650000,4,2.5,2630,28298,2,0,0,3,8,2630,0,1996,0,98053,47.6314,-121.968,2840,26071
"12784",2023069054,"20150318T000000",361550,3,1.75,1160,257875,1,0,0,2,7,1160,0,1980,0,98059,47.4655,-122.072,1420,15450
"12790",3024089057,"20150106T000000",282500,4,1,1170,34925,1,0,0,4,6,1170,0,1942,0,98065,47.5305,-121.841,1610,28108
"12802",7701700040,"20140925T000000",320000,3,1.75,1510,30185,1.5,0,0,3,7,1510,0,1976,0,98058,47.4118,-122.089,1470,12465
"12818",646910620,"20140922T000000",242500,3,1.75,1550,1905,2,0,0,3,7,1550,0,2005,0,98055,47.4331,-122.195,1550,1866
"12855",1732800865,"20141002T000000",1300000,4,2.5,3470,4160,2,0,0,3,9,2480,990,1927,0,98119,47.63,-122.363,2280,5440
"12885",3861470120,"20141126T000000",1610000,4,2.75,4270,25807,2,0,0,3,11,4270,0,1996,0,98004,47.5951,-122.206,3860,20723
"12888",5126300770,"20150217T000000",340000,3,2.5,2240,6000,2,0,0,3,8,2240,0,2003,0,98059,47.4837,-122.138,2400,6000
"12907",6909200401,"20140908T000000",536500,4,2.5,1720,3515,2,0,2,3,8,1470,250,2000,0,98144,47.591,-122.293,1140,2208
"12908",2113700360,"20140627T000000",315000,6,4,3120,4240,2,0,2,4,7,2090,1030,1993,0,98106,47.5305,-122.353,1460,4240
"12918",4415600040,"20141129T000000",226000,3,1,1520,7200,1,0,0,3,7,1030,490,1954,0,98166,47.4527,-122.352,1530,7201
"12943",7148200040,"20150210T000000",173000,4,2,1200,8460,1,0,0,5,7,1200,0,1957,0,98188,47.4413,-122.277,1350,8623
"12951",120059044,"20150217T000000",250000,3,1.75,1628,286355,1,0,0,3,7,1628,0,1996,0,98092,47.2558,-122.122,1490,216344
"12959",6632900452,"20141205T000000",690500,4,2.75,3130,8920,2,0,0,3,8,3130,0,2014,0,98155,47.7397,-122.316,1450,9183
"12965",5469500580,"20150203T000000",455500,3,1.75,2290,19000,1,0,0,4,9,1650,640,1973,0,98042,47.3837,-122.158,2900,13034
"12969",9475710040,"20140820T000000",291375,4,2.5,2220,6233,2,0,0,3,7,2220,0,2001,0,98059,47.4887,-122.15,2220,5352
"12973",4232903265,"20140918T000000",614950,3,1,1500,2400,1.5,0,0,5,7,1500,0,1900,0,98119,47.6333,-122.362,1780,3600
"12982",3920000040,"20141010T000000",280000,5,2,2110,7919,1,0,0,3,7,1110,1000,1966,0,98118,47.5164,-122.267,1590,5250
"12990",8029500450,"20140529T000000",3e+05,3,2.5,2080,9827,2,0,0,3,8,2080,0,1989,0,98023,47.3058,-122.394,2660,9861
"13020",164000174,"20140908T000000",3e+05,3,1,1010,6300,1,0,0,3,7,1010,0,1957,0,98133,47.7304,-122.352,1480,7480
"13026",6402710120,"20140505T000000",309950,3,2.5,1880,7838,2,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,1810,7915
"13034",3626039279,"20140805T000000",395000,2,1,960,6700,1,0,0,3,7,960,0,1951,0,98103,47.6955,-122.357,1350,6700
"13063",5249803036,"20140714T000000",380000,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,98118,47.5615,-122.272,1400,5465
"13071",2560803248,"20140709T000000",270000,4,2.5,1660,8063,1,0,0,4,7,1660,0,1978,0,98198,47.3761,-122.32,1060,8437
"13075",7129304225,"20150108T000000",305000,4,2.25,2340,5250,2,0,0,5,7,2340,0,1965,0,98118,47.5183,-122.266,1540,5250
"13092",629000410,"20150217T000000",915000,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530
"13093",7202380120,"20150105T000000",482500,3,2.5,1690,3068,2,0,0,3,7,1690,0,2005,0,98053,47.6763,-122.028,1690,3260
"13104",2768300650,"20141201T000000",453000,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,0,98107,47.6666,-122.367,1550,1558
"13120",5127100210,"20150325T000000",360000,6,2,2210,9870,2,0,0,4,7,2210,0,1969,1995,98059,47.4751,-122.145,1390,9912
"13137",2591010040,"20141110T000000",468000,2,1.75,1250,7029,1,0,0,4,7,1250,0,1986,0,98033,47.6936,-122.186,1680,8470
"13147",8562740530,"20140512T000000",788000,4,3.25,3680,5759,2,0,0,3,9,2840,840,2003,0,98027,47.5367,-122.067,3620,6006
"13156",2521059042,"20141107T000000",456000,5,2.75,2720,193406,1,0,4,4,7,1700,1020,1968,0,98092,47.2838,-122.121,2820,248292
"13158",259600910,"20141110T000000",485000,5,1.5,1420,9900,1,0,0,3,7,1050,370,1964,0,98008,47.6348,-122.118,1580,8075
"13161",1523069095,"20150323T000000",240000,2,1,1320,24319,1,0,0,3,7,1320,0,1966,0,98027,47.4741,-122.015,1430,98445
"13189",723049448,"20140722T000000",279500,3,1.5,1200,8040,1,0,0,4,7,1200,0,1959,0,98146,47.4901,-122.341,1450,9315
"13194",1442860120,"20141205T000000",363000,4,3,2250,12142,2,0,0,3,8,2250,0,1986,0,98058,47.4338,-122.16,2300,9003
"13196",6003501400,"20150226T000000",525000,3,1,1010,3520,1,0,0,3,7,1010,0,1902,0,98102,47.6208,-122.319,1300,1233
"13197",5493100366,"20140625T000000",1700000,5,3.5,5850,22885,2,0,2,4,11,4670,1180,1978,0,98004,47.606,-122.211,3240,19020
"13207",2026049183,"20150402T000000",324950,2,1.5,1230,1516,3,0,0,3,8,1230,0,2000,0,98125,47.7265,-122.314,1352,1411
"13219",4137020360,"20140722T000000",265000,3,2.5,1780,6527,2,0,0,3,8,1780,0,1989,0,98092,47.2578,-122.217,2040,8840
"13225",5016002240,"20141008T000000",1010000,3,2.25,2160,7500,2,0,0,3,10,2160,0,1982,0,98112,47.6232,-122.299,1550,3839
"13236",3262300322,"20150408T000000",1651000,4,3.25,3640,13530,1,0,0,3,9,2570,1070,1924,2000,98039,47.6293,-122.238,2760,15000
"13242",1023089096,"20140808T000000",299000,3,1,1200,15843,1,0,2,3,7,1200,0,1955,0,98045,47.4991,-121.779,1410,15843
"13253",2461900760,"20150401T000000",553000,3,1,1380,6250,1,0,0,4,7,1380,0,1918,0,98136,47.5514,-122.385,2270,6250
"13260",993002247,"20140716T000000",430000,3,2.25,1550,1469,3,0,0,3,8,1550,0,2004,0,98103,47.6911,-122.341,1520,1465
"13265",2028700360,"20140523T000000",641000,3,1.75,1620,3975,1,0,0,5,7,940,680,1926,0,98117,47.6786,-122.368,1320,3922
"13270",7809200035,"20150123T000000",290000,2,1,1250,12507,1,0,0,5,7,1250,0,1958,0,98056,47.4972,-122.176,1250,12498
"13285",7454000555,"20150113T000000",272000,2,1,670,6300,1,0,0,4,6,670,0,1942,0,98126,47.5145,-122.374,740,6300
"13286",2215500205,"20140505T000000",6e+05,3,1.75,1880,6360,1,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175
"13299",7167000040,"20140813T000000",740000,4,3,3350,199253,2,0,0,3,10,3350,0,2004,0,98010,47.3602,-121.988,3350,183897
"13308",3812400789,"20140731T000000",340000,3,2,1460,5715,1,0,0,3,7,1460,0,1957,2014,98118,47.54,-122.276,1400,5715
"13310",8165501540,"20150306T000000",335000,2,2.25,1420,1246,2,0,0,3,8,1420,0,2007,0,98106,47.5394,-122.368,1420,1826
"13317",2354300910,"20150310T000000",451000,4,1.75,1260,7250,1,0,0,3,6,1260,0,1943,0,98027,47.5267,-122.032,1880,7250
"13322",1237500720,"20141226T000000",275000,3,2,1340,9764,1,0,0,3,7,1340,0,1944,0,98052,47.6786,-122.161,1310,9764
"13339",2970800145,"20150407T000000",350500,3,1.75,2080,5200,1,0,0,3,7,1040,1040,1974,0,98166,47.4738,-122.35,1410,6550
"13344",7304300760,"20140625T000000",349000,3,1,1010,8184,1,0,0,4,6,1010,0,1947,0,98155,47.7416,-122.319,1010,8184
"13382",3488300085,"20140919T000000",435000,2,1,720,5600,1,0,0,4,7,720,0,1920,0,98116,47.5641,-122.391,1330,5600
"13383",6415100297,"20150219T000000",530000,3,2.5,2160,9063,2,0,0,3,8,2160,0,1992,0,98133,47.7296,-122.333,2160,9063
"13410",3861500330,"20150430T000000",276000,3,2,1370,8137,1,0,0,4,7,1370,0,1988,0,98003,47.2802,-122.303,1660,8840
"13412",2426039123,"20150130T000000",2415000,5,4.75,7880,24250,2,0,2,3,13,7880,0,1996,0,98177,47.7334,-122.362,2740,10761
"13422",1854900330,"20140909T000000",697000,4,2.5,3160,6961,2,0,0,3,8,3160,0,2005,0,98074,47.6125,-122.01,3110,5058
"13446",1926049154,"20150115T000000",465000,2,1.5,1450,27075,1,0,0,3,7,1450,0,1940,0,98133,47.7281,-122.353,1890,10599
"13453",3797000205,"20140924T000000",444000,3,2,1460,2610,2,0,0,3,8,1460,0,1987,0,98103,47.6864,-122.345,1320,3000
"13483",1934800142,"20141203T000000",375000,2,1.5,1050,1046,2,0,0,3,8,960,90,2007,0,98122,47.6028,-122.309,1470,1768
"13484",1189000205,"20150311T000000",4e+05,2,2.5,1170,1811,2,0,0,3,8,1170,0,2001,0,98122,47.6132,-122.297,1250,3146
"13497",5634500688,"20150325T000000",1127500,6,3.25,3870,24700,2,0,0,3,10,2520,1350,1989,0,98028,47.7517,-122.233,2360,30030
"13498",1657530450,"20141222T000000",289950,3,2.5,1870,1436,2,0,0,3,7,1870,0,2004,0,98059,47.4899,-122.166,1720,1852
"13505",3374900035,"20150223T000000",440250,3,1.5,1850,8124,1,0,0,4,7,1850,0,1948,0,98177,47.7275,-122.359,1530,8123
"13510",3432501395,"20140924T000000",551000,4,2.75,2170,5988,2,0,0,3,8,2170,0,2014,0,98155,47.7484,-122.317,1170,8147
"13514",9808640040,"20150306T000000",850000,3,2.5,2340,1919,2,0,2,4,9,2340,0,1981,0,98033,47.6512,-122.203,2415,2166
"13518",3825310970,"20140724T000000",845000,4,2.5,2940,7675,2,0,0,3,9,2940,0,2004,0,98052,47.7054,-122.129,3120,6574
"13519",1930301540,"20150223T000000",390000,1,1,710,4000,1,0,0,4,6,610,100,1928,0,98103,47.6562,-122.354,1440,4500
"13531",8651440230,"20140815T000000",229999,4,2,1670,5200,1,0,0,4,7,1030,640,1977,0,98042,47.3652,-122.09,1500,5200
"13538",9505100035,"20141105T000000",2e+05,2,1,1250,8520,1,0,0,3,6,1250,0,1928,0,98126,47.5158,-122.378,1040,8520
"13542",3630110220,"20141012T000000",785000,4,2.5,2960,4750,2,0,0,3,9,2960,0,2005,0,98029,47.5544,-121.993,2960,4750
"13547",5088500210,"20150112T000000",415000,4,2.75,2390,9968,1,0,0,4,9,1390,1000,1989,0,98038,47.3706,-122.056,2560,12385
"13548",424500035,"20150212T000000",250000,3,1.75,1200,5478,1,0,0,5,6,1200,0,1955,0,98056,47.4959,-122.174,1270,6855
"13569",2460700650,"20141010T000000",280000,3,1.75,1360,6603,1,0,0,4,7,1360,0,1981,0,98058,47.4619,-122.168,1770,7107
"13580",7266200085,"20150325T000000",780000,5,1.75,2330,3800,1.5,0,0,3,7,1360,970,1927,0,98115,47.6835,-122.308,2100,3800
"13587",1226059101,"20140701T000000",502000,3,2.25,1600,45613,2,0,0,4,8,1600,0,1983,0,98072,47.7523,-122.117,2320,43005
"13593",2337000150,"20150220T000000",230000,3,1.5,1900,9630,1,0,0,3,8,1900,0,1967,0,98023,47.3352,-122.344,2010,9630
"13599",5350200870,"20150326T000000",925000,4,2.75,3010,3400,2,0,2,3,9,2240,770,1923,2009,98122,47.6142,-122.284,1940,5080
"13608",120069003,"20141201T000000",495000,4,3,3620,403693,2,0,2,3,9,3620,0,1980,0,98022,47.2527,-121.98,2230,148811
"13617",7853340330,"20140911T000000",384205,3,2.75,1810,3292,2,0,0,3,8,1810,0,2014,0,98065,47.5164,-121.877,1810,2769
"13627",2722049092,"20150108T000000",240000,4,1.5,1780,14810,1,0,0,4,8,1180,600,1950,0,98032,47.3581,-122.288,1450,6728
"13633",8078390150,"20140626T000000",675750,4,2.5,2770,10274,2,0,0,3,9,2770,0,1989,0,98029,47.5748,-122.018,2270,7210
"13652",2807100155,"20140515T000000",240000,3,2,1400,6200,1,0,0,3,6,700,700,1948,0,98133,47.7634,-122.34,1410,7564
"13654",2663000580,"20140919T000000",825000,4,1,1820,4000,2,0,0,3,8,1820,0,1923,0,98102,47.6259,-122.321,2050,4000
"13662",1026069044,"20141010T000000",785000,4,2.25,3200,53357,2,0,0,4,9,3200,0,1972,0,98077,47.755,-122.035,2650,54014
"13667",8860300220,"20150429T000000",612000,5,2.5,2300,7000,1,0,0,3,8,1290,1010,1975,0,98052,47.6875,-122.122,2080,7280
"13672",7129800063,"20150420T000000",330000,5,2.75,2390,6282,1,0,0,4,7,1290,1100,1966,0,98118,47.5149,-122.263,1690,5202
"13697",9264901510,"20141107T000000",240000,3,1.75,1770,8571,1,0,0,3,8,1270,500,1978,0,98023,47.3109,-122.339,2120,7711
"13698",3343301490,"20140909T000000",818500,5,3.5,4790,12957,2,0,1,3,9,3110,1680,2005,0,98006,47.5469,-122.194,2620,13538
"13707",7550800736,"20150506T000000",6e+05,2,1.75,1180,5000,1,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,1470,5000
"13720",7811100230,"20140724T000000",650000,4,2.75,2020,15810,1,0,0,4,9,1620,400,1967,0,98005,47.5921,-122.155,2210,10160
"13726",4249000230,"20140829T000000",766000,3,2.5,2270,9822,2,0,0,3,9,2270,0,1988,0,98052,47.6685,-122.137,2790,8089
"13732",1397300120,"20140729T000000",364500,3,1.75,1740,8424,1,0,0,5,7,1040,700,1954,0,98133,47.7508,-122.352,1370,8424
"13739",9269750220,"20141223T000000",252000,3,1.75,2050,11313,1,0,0,3,7,1520,530,1987,0,98023,47.2837,-122.358,1620,8065
"13745",3582750120,"20140715T000000",409000,2,2.25,1640,2128,2,0,0,4,8,1640,0,1974,0,98028,47.753,-122.252,1640,2128
"13751",220069106,"20150401T000000",599950,3,2.5,1970,106722,1,0,4,3,9,1970,0,1985,0,98022,47.2498,-122.003,2910,101494
"13759",3220200040,"20140616T000000",1712500,3,3.25,2940,5432,3,0,3,4,10,2440,500,1978,0,98109,47.6299,-122.354,4400,5500
"13764",4039800180,"20141222T000000",625000,4,2.25,2660,22194,1,0,0,4,8,2180,480,1977,0,98008,47.6142,-122.107,2660,18135
"13768",7010700976,"20141114T000000",505000,3,1,1100,5400,1.5,0,0,3,7,1100,0,1908,0,98199,47.6604,-122.396,1770,4400
"13770",8732020770,"20140904T000000",263850,4,2.25,2300,7524,2,0,0,4,8,2300,0,1978,0,98023,47.313,-122.388,2270,8025
"13777",114100234,"20150430T000000",402500,3,2.25,2160,9540,2,0,0,3,8,2160,0,1979,0,98028,47.7668,-122.243,1720,12593
"13797",8651441520,"20150302T000000",220000,3,1,820,5200,1,0,0,4,6,820,0,1977,0,98042,47.363,-122.094,1120,5200
"13819",8021701115,"20140826T000000",549000,3,2,1560,5130,1,0,0,5,7,1150,410,1915,0,98103,47.6913,-122.333,1560,4500
"13847",9241900150,"20140827T000000",950000,3,2.5,3080,8448,2,0,2,3,9,3080,0,2000,0,98199,47.6469,-122.389,2500,6400
"13851",2423059060,"20150420T000000",838000,3,3.75,2930,150945,2,0,0,3,8,2930,0,1972,2000,98058,47.4658,-122.115,2070,43935
"13889",7967900150,"20150430T000000",367950,4,2.5,3030,9500,2,0,0,3,8,3030,0,1989,0,98001,47.3511,-122.287,2650,9500
"13890",5631501073,"20140625T000000",374500,3,2.25,1400,11400,2,0,0,3,8,1400,0,1984,0,98028,47.7428,-122.231,2180,9248
"13907",1566100450,"20150428T000000",505000,3,2,1110,8375,1,0,0,5,7,1110,0,1951,0,98115,47.6978,-122.297,1410,7734
"13918",9578080040,"20140812T000000",589000,3,3,1720,954,3,0,0,3,8,1460,260,2006,0,98119,47.648,-122.358,1720,1294
"13926",1370803940,"20141007T000000",485000,3,1,1130,5758,1,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000
"13937",1243100191,"20150122T000000",372000,3,1,2298,10140,1,0,0,3,7,2298,0,1969,0,98052,47.6909,-122.083,2580,24724
"13940",8820903370,"20141117T000000",348000,2,1,670,7312,1,0,0,3,5,670,0,1942,0,98125,47.7145,-122.285,860,8242
"13952",4443801285,"20140814T000000",466950,3,1,1360,3880,1,0,0,3,7,1060,300,1963,0,98117,47.6837,-122.391,1110,3880
"13984",7170200085,"20150327T000000",481203,2,1,940,3800,1,0,0,3,7,940,0,1929,0,98115,47.6798,-122.292,1680,3800
"13996",2781280150,"20140801T000000",190000,2,2.5,1100,1737,2,0,0,3,8,1100,0,2006,0,98055,47.4499,-122.189,1610,2563
"13997",7338000150,"20150129T000000",160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,47.3336,-122.215,1150,4200
"14009",6146600175,"20141107T000000",129000,2,1,760,5240,1,0,0,3,6,760,0,1949,0,98032,47.388,-122.234,980,5080
"14030",1520069052,"20140721T000000",327000,3,1.5,1510,344124,1,0,2,4,7,1510,0,1964,0,98022,47.2156,-122.029,1750,169884
"14034",3955900150,"20141229T000000",360000,4,2.5,2490,4751,2,0,0,3,7,2490,0,2001,0,98056,47.4813,-122.188,2510,5233
"14050",1622059095,"20140604T000000",292000,3,1.75,1730,11325,1,0,0,5,7,1730,0,1972,0,98031,47.3921,-122.182,2030,17859
"14066",23500220,"20141015T000000",550120,5,2.5,2620,8050,1,0,0,3,8,1520,1100,1975,0,98052,47.6919,-122.115,2030,7676
"14085",1926069054,"20140508T000000",450000,3,2,1510,43560,1,0,0,3,7,1510,0,1954,0,98077,47.7218,-122.079,2060,67756
"14091",3744600704,"20150224T000000",270000,4,1.5,1730,8505,1.5,0,0,4,7,1730,0,1961,0,98146,47.4905,-122.347,1510,8505
"14117",2902200915,"20141125T000000",675000,3,1.75,2130,4400,1,0,0,3,7,1430,700,1922,0,98102,47.6417,-122.325,1710,3300
"14144",5700000515,"20141120T000000",690000,4,2,2230,5000,1.5,0,0,4,7,1510,720,1922,0,98144,47.5772,-122.292,2140,5000
"14152",7779200355,"20150422T000000",950000,3,3,3610,17483,2,0,2,4,8,3610,0,1954,0,98146,47.4852,-122.357,2230,12600
"14154",8835200230,"20140702T000000",475000,4,2.5,1850,5444,2,0,0,5,7,1850,0,1981,0,98034,47.7227,-122.16,1540,5000
"14165",6790600790,"20150326T000000",368000,5,1.75,2590,9394,1,0,0,4,7,1390,1200,1963,0,98198,47.3941,-122.307,2580,9049
"14181",7262200150,"20150121T000000",315000,2,1,970,18557,1,0,0,3,6,970,0,1939,0,98146,47.5116,-122.37,1150,7200
"14182",1623069023,"20140729T000000",820000,4,2.5,2920,252648,2,0,0,3,10,2920,0,2002,0,98027,47.4784,-122.048,2180,71874
"14198",3329520410,"20140505T000000",245000,3,1.75,1920,9306,1,0,0,3,7,1000,920,1984,0,98001,47.3319,-122.267,1860,8458
"14202",6190701484,"20150311T000000",450000,7,3.5,2830,8625,1,0,0,4,8,1830,1000,1957,0,98133,47.7493,-122.355,1570,8400
"14203",8016200530,"20140718T000000",280000,3,2.5,1580,7000,2,0,0,3,8,1580,0,1992,0,98030,47.3659,-122.17,2110,7062
"14205",4305600040,"20140505T000000",549000,4,2.5,2910,6338,2,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877
"14231",3325059177,"20141105T000000",850000,5,2.5,2800,11325,1,0,0,4,8,1400,1400,1970,0,98005,47.6166,-122.172,2510,13700
"14270",7972600676,"20141104T000000",349000,3,1.75,1690,5080,1,0,0,3,7,1190,500,1976,0,98106,47.5312,-122.348,1300,5080
"14280",2201500555,"20140929T000000",385000,3,1,1420,10980,1,0,0,4,7,1200,220,1954,0,98006,47.574,-122.138,1630,9763
"14289",7200001608,"20140701T000000",540000,4,2.5,2180,10140,1,0,0,4,7,1180,1000,1968,0,98052,47.6822,-122.111,1840,9375
"14295",5469501830,"20140624T000000",396500,3,2.5,2590,18980,1,0,0,4,10,2590,0,1976,0,98042,47.3839,-122.153,3110,14652
"14299",923000120,"20150408T000000",515000,3,1.5,2200,7620,1,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672
